accuracy,loss,val_accuracy,val_loss,learning_rate
0.2712898850440979,2.5394082069396973,0.42576590180397034,1.5834206342697144,0.0010000000474974513
0.43314841389656067,1.577236294746399,0.49725058674812317,1.3630485534667969,0.0010000000474974513
0.49001386761665344,1.3946144580841064,0.3660644292831421,2.045046806335449,0.0010000000474974513
0.5492371916770935,1.2507116794586182,0.6017282009124756,1.1116901636123657,0.0010000000474974513
0.5843273401260376,1.1430363655090332,0.5074626803398132,1.3689160346984863,0.0010000000474974513
0.6162274479866028,1.079851508140564,0.6080125570297241,1.0934239625930786,0.0010000000474974513
0.6330097317695618,1.0163004398345947,0.6127258539199829,1.0765222311019897,0.0010000000474974513
0.6675450801849365,0.9586924314498901,0.7219167351722717,0.8020832538604736,0.0010000000474974513
0.6834951639175415,0.8927453756332397,0.6190102100372314,1.0724674463272095,0.0010000000474974513
0.6934812664985657,0.8789013028144836,0.7376276254653931,0.7301964163780212,0.0010000000474974513
0.7102635502815247,0.8184895515441895,0.6064414978027344,1.1324583292007446,0.0010000000474974513
0.7346740365028381,0.7675933241844177,0.7549096345901489,0.687567412853241,0.0010000000474974513
0.7407767176628113,0.7346067428588867,0.6095836758613586,1.1537564992904663,0.0010000000474974513
0.7582524418830872,0.690902590751648,0.5137470364570618,1.570680856704712,0.0010000000474974513
0.7997226119041443,0.5893623232841492,0.6787117123603821,0.9579137563705444,0.0005000000237487257
0.813176155090332,0.5315749049186707,0.7729772329330444,0.6258569359779358,0.0005000000237487257
0.82871013879776,0.48799729347229004,0.7666928768157959,0.651706337928772,0.0005000000237487257
0.8359223008155823,0.4752464294433594,0.8287509679794312,0.5051373839378357,0.0005000000237487257
0.8538141250610352,0.4289734363555908,0.8373919725418091,0.4804844856262207,0.0005000000237487257
0.859778106212616,0.4105934798717499,0.8146111369132996,0.5391773581504822,0.0005000000237487257
0.8693481087684631,0.38838592171669006,0.8593872785568237,0.43272829055786133,0.0005000000237487257
0.8710125088691711,0.37768131494522095,0.7407698631286621,0.8383648991584778,0.0005000000237487257
0.8707351088523865,0.35730618238449097,0.7399842739105225,0.7666864991188049,0.0005000000237487257
0.8957003951072693,0.2944135069847107,0.8617439270019531,0.42549246549606323,0.0002500000118743628
0.9119278788566589,0.24594922363758087,0.8586017489433289,0.42266374826431274,0.0002500000118743628
